date,strategy,zone,bias,opt,strike_type,entry_time,ep,xp,exit_reason,pnl,cam_level,touch_time,year
2023-05-05,cam_l3,pdl_to_bc,bull,PE,ITM1,09:36:32,81.05,64.7,target,1226.25,18186.19,09:36:30,2023
2023-05-12,v17a,pdl_to_bc,bull,PE,OTM1,09:31:02,109.25,86.95,target,1672.5,,,2023
2023-05-15,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,86.7,69.3,target,1305.0,,,2023
2023-05-16,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,108.35,86.3,target,1653.75,,,2023
2023-05-17,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,105.75,160.0,hard_sl,-4068.75,,,2023
2023-05-19,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,132.15,198.6,hard_sl,-4983.75,,,2023
2023-05-24,cam_h3,pdl_to_s1,bull,CE,OTM1,09:59:01,55.1,26.4,target,2152.5,18360.03,09:58:59,2023
2023-06-02,cam_h3,r1_to_r2,bull,CE,OTM1,09:57:35,65.4,60.8,eod,345.0,18517.73,09:57:33,2023
2023-06-06,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,88.85,70.95,target,1342.5,,,2023
2023-06-09,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,93.1,140.0,hard_sl,-3517.5,,,2023
2023-06-12,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,133.75,106.0,target,2081.25,,,2023
2023-06-14,cam_l3,r1_to_r2,bull,PE,ITM1,09:38:48,108.6,86.7,target,1642.5,18696.39,09:38:46,2023
2023-06-16,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,93.0,73.35,target,1473.75,,,2023
2023-06-20,cam_h3,pdl_to_bc,bull,CE,OTM1,15:03:25,55.15,71.25,eod,-1207.5,18799.88,15:03:23,2023
2023-06-26,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,97.95,78.3,target,1473.75,,,2023
2023-07-04,cam_l3,r1_to_r2,bull,PE,ITM1,09:59:55,155.8,123.7,target,2407.5,19299.36,09:59:53,2023
2023-07-07,v17a,within_cpr,bull,PE,ATM,09:20:02,104.15,72.7,target,2358.75,,,2023
2023-07-10,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,132.8,106.05,target,2006.25,,,2023
2023-07-14,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,126.3,100.8,target,1912.5,,,2023
2023-07-17,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,118.65,94.55,target,1807.5,,,2023
2023-07-19,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,95.1,75.8,target,1447.5,,,2023
2023-07-25,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,108.45,86.5,target,1646.25,,,2023
2023-07-28,v17a,pdl_to_bc,bull,PE,OTM1,09:31:02,109.95,87.95,target,1650.0,,,2023
2023-07-31,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,125.25,99.65,target,1920.0,,,2023
2023-08-09,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,131.6,104.55,target,2028.75,,,2023
2023-08-14,cam_h3,pdl_to_s1,bear,CE,OTM1,14:50:00,73.5,64.2,eod,697.5,19463.08,14:49:58,2023
2023-08-18,v17a,pdl_to_s1,bear,CE,ITM1,09:20:02,123.2,97.85,target,1901.25,,,2023
2023-08-23,v17a,r1_to_r2,bear,PE,ATM,09:20:02,92.0,45.25,target,3506.25,,,2023
2023-08-25,v17a,pdl_to_s1,bear,CE,ITM1,09:20:02,114.6,91.4,target,1740.0,,,2023
2023-09-25,cam_h3,pdl_to_bc,bear,CE,OTM1,12:39:19,84.0,41.8,target,3165.0,19723.42,12:39:17,2023
2023-10-13,cam_h3,s3_to_s4,bull,CE,OTM1,14:18:33,125.95,92.5,eod,2508.75,19802.33,14:18:31,2023
2023-10-16,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,137.25,108.6,target,2148.75,,,2023
2023-10-30,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,105.9,52.7,target,3990.0,,,2023
2023-10-31,v17a,r1_to_r2,bear,PE,ATM,09:20:02,126.0,161.15,eod,-2636.25,,,2023
2023-11-06,v17a,r3_to_r4,bull,PE,ITM1,09:25:02,91.55,72.7,target,1413.75,,,2023
2023-11-07,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,97.3,77.55,target,1481.25,,,2023
2023-11-10,v17a,s1_to_s2,bear,CE,ATM,09:16:02,93.95,133.5,eod,-2966.25,,,2023
2023-11-13,cam_l3,r1_to_r2,bull,PE,ITM1,10:31:03,151.2,120.05,target,2336.25,19409.19,10:31:01,2023
2023-11-20,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,117.4,93.9,target,1762.5,,,2023
2023-12-04,v17a,above_r4,bull,PE,ITM1,09:31:02,123.1,79.0,eod,3307.5,,,2023
2023-12-05,v17a,r1_to_r2,bull,PE,OTM1,09:16:02,101.65,82.2,lockin_sl,1458.75,,,2023
2023-12-08,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,109.15,87.15,target,1650.0,,,2023
2023-12-11,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,101.45,110.35,eod,-667.5,,,2023
2023-12-13,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,108.65,86.55,target,1657.5,,,2023
2023-12-18,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,135.2,150.35,eod,-1136.25,,,2023
2023-12-26,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,104.5,78.0,target,1987.5,,,2023
2023-12-29,v17a,within_cpr,bull,PE,ATM,09:20:02,149.15,103.8,target,3401.25,,,2023
2024-01-01,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,156.65,125.15,target,2362.5,,,2024
2024-01-02,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,137.65,109.6,target,2103.75,,,2024
2024-01-03,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,164.95,249.0,hard_sl,-6303.75,,,2024
2024-01-05,cam_l3,r1_to_r2,bull,PE,ITM1,14:13:32,167.4,133.35,target,2553.75,21635.3,14:13:30,2024
2024-01-09,cam_h3,tc_to_pdh,bull,CE,OTM1,14:21:23,44.5,26.25,eod,1368.75,21585.64,14:21:21,2024
2024-01-10,cam_h3,pdl_to_bc,bull,CE,OTM1,14:56:52,73.95,91.6,eod,-1323.75,21609.12,14:56:50,2024
2024-01-12,v17a,r1_to_r2,bull,PE,OTM1,09:16:02,136.55,68.1,target,5133.75,,,2024
2024-01-15,v17a,r1_to_r2,bull,PE,OTM1,09:16:02,106.3,66.45,eod,2988.75,,,2024
2024-01-16,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,153.25,122.55,target,2302.5,,,2024
2024-01-19,v17a,r1_to_r2,bull,PE,OTM1,09:16:02,111.25,91.8,eod,1458.75,,,2024
2024-01-24,cam_h3,pdl_to_bc,bear,CE,OTM1,10:00:13,227.55,229.2,lockin_sl,-123.75,21394.62,10:00:11,2024
2024-01-29,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,101.2,54.55,eod,3498.75,,,2024
2024-01-30,cam_l3,pdh_to_r1,bull,PE,ITM1,11:09:50,253.35,200.9,target,3933.75,21648.3,11:09:48,2024
2024-01-31,cam_h3,pdl_to_bc,bear,CE,OTM1,10:08:46,186.0,236.65,eod,-3798.75,21614.39,10:08:44,2024
2024-02-02,v17a,r1_to_r2,bull,PE,OTM1,09:16:02,120.25,59.75,target,4537.5,,,2024
2024-02-05,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,191.8,153.3,target,2887.5,,,2024
2024-02-06,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,209.3,166.8,target,3187.5,,,2024
2024-02-07,cam_l3,r1_to_r2,bull,PE,ITM1,11:33:13,235.2,188.1,target,3532.5,21880.34,11:33:11,2024
2024-02-09,v17a,pdl_to_bc,bull,PE,OTM1,09:31:02,139.2,111.15,target,2103.75,,,2024
2024-02-12,cam_l3,pdh_to_r1,bull,PE,ITM1,09:40:40,192.9,290.85,hard_sl,-7346.25,21738.0,09:40:38,2024
2024-02-13,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,150.15,74.2,target,5696.25,,,2024
2024-02-14,cam_l3,pdl_to_bc,bear,PE,ITM1,12:30:59,77.4,61.4,target,1200.0,21667.75,12:30:57,2024
2024-02-21,cam_l3,pdh_to_r1,bull,PE,ITM1,10:44:36,175.7,139.6,target,2707.5,22162.52,10:44:34,2024
2024-02-28,cam_l3,pdh_to_r1,bull,PE,ITM1,10:00:08,136.5,109.05,target,2058.75,22157.33,10:00:06,2024
2024-06-24,cam_h3,pdl_to_s1,bull,CE,OTM1,11:07:07,178.45,169.2,eod,693.75,23528.63,11:07:05,2024
2024-06-26,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,151.2,120.7,target,2287.5,,,2024
2024-07-02,v17a,r1_to_r2,bull,PE,OTM1,09:16:02,123.8,131.1,eod,-547.5,,,2024
2024-07-05,cam_h3,s2_to_s3,bull,CE,OTM1,15:07:55,177.1,183.2,eod,-457.5,24336.9,15:07:53,2024
2024-07-08,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,125.65,100.15,target,1912.5,,,2024
2024-07-12,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,136.85,108.3,target,2141.25,,,2024
2024-07-15,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,155.8,124.05,target,2381.25,,,2024
2024-07-19,cam_l3,pdh_to_r1,bull,PE,ITM1,10:07:02,330.95,462.7,eod,-9881.25,24688.94,10:07:00,2024
2024-07-23,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,262.05,399.3,hard_sl,-10293.75,,,2024
2024-07-24,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,138.65,110.6,target,2103.75,,,2024
2024-08-05,v17a,below_s4,bear,CE,ITM1,09:16:02,210.8,168.0,target,3210.0,,,2024
2024-08-09,v17a,r1_to_r2,bull,PE,OTM1,09:16:02,138.05,114.7,eod,1751.25,,,2024
2024-08-16,v17a,r3_to_r4,bull,PE,ITM1,09:25:02,139.0,210.15,hard_sl,-5336.25,,,2024
2024-08-23,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,157.7,153.5,eod,315.0,,,2024
2024-08-27,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,138.4,110.55,target,2088.75,,,2024
2024-09-03,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,144.0,115.15,target,2163.75,,,2024
2024-09-13,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,210.1,166.85,target,3243.75,,,2024
2024-09-20,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,204.5,163.45,target,3078.75,,,2024
2024-09-27,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,175.5,139.2,target,2722.5,,,2024
2024-10-01,cam_h3,pdl_to_bc,bull,CE,OTM1,09:17:18,138.8,69.0,target,5235.0,25913.77,09:17:16,2024
2024-10-04,v17a,pdl_to_s1,bear,CE,ITM1,09:20:02,242.5,193.8,target,3652.5,,,2024
2024-10-08,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,162.9,81.1,target,6135.0,,,2024
2024-10-09,v17a,pdh_to_r1,bear,PE,OTM1,09:20:02,118.6,59.2,target,4455.0,,,2024
2024-10-15,cam_l3,pdh_to_r1,bear,PE,ITM1,09:49:49,178.7,268.7,hard_sl,-6750.0,25105.72,09:49:47,2024
2024-10-18,v17a,pdl_to_s1,bear,CE,ITM1,09:20:02,164.55,295.4,eod,-9813.75,,,2024
2024-10-21,cam_l3,pdh_to_r1,bear,PE,ITM1,09:40:00,273.9,218.2,target,4177.5,24776.18,09:39:58,2024
2024-10-22,cam_h3,tc_to_pdh,bear,CE,OTM1,09:17:23,87.05,43.5,target,3266.25,24823.14,09:17:21,2024
2024-10-23,v17a,pdl_to_s1,bear,CE,ITM1,09:20:02,221.05,175.95,target,3382.5,,,2024
2024-10-28,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,146.2,73.0,target,5490.0,,,2024
2024-10-29,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,135.55,109.4,lockin_sl,1961.25,,,2024
2024-10-30,cam_l3,within_cpr,bear,PE,ITM1,09:16:03,120.0,95.95,target,1803.75,24361.78,09:16:01,2024
2024-11-04,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,271.55,407.85,hard_sl,-10222.5,,,2024
2024-11-06,v17a,pdh_to_r1,bear,PE,OTM1,09:20:02,137.7,68.7,target,5175.0,,,2024
2024-11-08,cam_h3,pdl_to_bc,bear,CE,OTM1,09:47:45,212.75,105.95,target,8010.0,24283.25,09:47:43,2024
2024-11-11,cam_h3,pdl_to_bc,bear,CE,OTM1,09:36:59,140.65,140.9,lockin_sl,-18.75,24167.58,09:36:57,2024
2024-11-12,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,121.8,122.5,lockin_sl,-52.5,,,2024
2024-11-13,v17a,pdl_to_s1,bear,CE,ITM1,09:20:02,127.8,101.95,target,1938.75,,,2024
2024-11-25,v17a,r1_to_r2,bull,PE,OTM1,09:16:02,126.35,127.7,lockin_sl,-101.25,,,2024
2024-11-27,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,156.2,123.3,target,2467.5,,,2024
2024-11-29,cam_h3,pdl_to_bc,bear,CE,OTM1,10:32:21,273.75,272.95,eod,60.0,24089.16,10:32:19,2024
2024-12-02,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,223.05,178.2,target,3363.75,,,2024
2024-12-04,cam_l3,pdh_to_r1,bull,PE,ITM1,11:57:35,249.8,197.9,target,3892.5,24389.58,11:57:33,2024
2024-12-06,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,278.75,222.2,target,4241.25,,,2024
2024-12-09,v17a,pdl_to_bc,bull,PE,OTM1,09:31:02,143.0,142.65,eod,26.25,,,2024
2024-12-13,cam_h3,pdl_to_s1,bull,CE,OTM1,12:00:11,210.3,211.6,lockin_sl,-97.5,24579.18,12:00:09,2024
2024-12-16,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,189.2,283.8,hard_sl,-7095.0,,,2024
2024-12-18,v17a,pdl_to_s1,bear,CE,ITM1,09:20:02,164.85,130.5,target,2576.25,,,2024
2024-12-20,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,203.6,206.95,lockin_sl,-251.25,,,2024
2024-12-23,cam_h3,tc_to_pdh,bear,CE,OTM1,09:16:18,150.0,120.3,lockin_sl,2227.5,23776.27,09:16:16,2024
2024-12-30,cam_h3,pdl_to_bc,bear,CE,OTM1,11:32:03,151.6,74.8,target,5760.0,23869.96,11:32:01,2024
2024-12-31,v17a,pdl_to_s1,bear,CE,ITM1,09:20:02,161.3,128.8,target,2437.5,,,2024
2025-01-01,cam_l3,tc_to_pdh,bear,PE,ITM1,09:16:12,158.6,126.55,target,2403.75,23605.05,09:16:10,2025
2025-01-03,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,242.9,312.2,eod,-5197.5,,,2025
2025-01-06,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,180.05,270.45,hard_sl,-6780.0,,,2025
2025-01-07,cam_h3,pdl_to_bc,bear,CE,OTM1,09:17:34,168.85,97.6,eod,5343.75,23775.33,09:17:32,2025
2025-01-13,v17a,s1_to_s2,bear,CE,ATM,09:16:02,190.9,95.35,target,7166.25,,,2025
2025-01-14,cam_h3,tc_to_pdh,bear,CE,OTM1,09:35:01,111.25,111.25,lockin_sl,0.0,23168.94,09:34:59,2025
2025-01-17,v17a,s1_to_s2,bear,CE,ATM,09:16:02,170.1,170.9,lockin_sl,-60.0,,,2025
2025-01-20,v17a,r1_to_r2,bear,PE,ATM,09:20:02,194.35,110.8,eod,6266.25,,,2025
2025-01-22,cam_h3,tc_to_pdh,bear,CE,OTM1,15:13:03,74.4,68.15,eod,468.75,23176.55,15:13:01,2025
2025-01-24,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,145.45,116.8,lockin_sl,2148.75,,,2025
2025-01-27,v17a,s1_to_s2,bear,CE,ATM,09:16:02,179.25,108.4,eod,5313.75,,,2025
2025-01-28,v17a,r1_to_r2,bear,PE,ATM,09:20:02,141.9,70.35,target,5366.25,,,2025
2025-01-31,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,262.65,130.35,target,9922.5,,,2025
2025-02-01,cam_l3,pdh_to_r1,bull,PE,ITM1,11:51:05,270.65,214.4,target,4218.75,23458.94,11:51:03,2025
2025-02-07,v17a,pdl_to_bc,bull,PE,OTM1,09:31:02,155.95,124.65,target,2347.5,,,2025
2025-02-10,v17a,pdl_to_bc,bull,PE,OTM1,09:31:02,163.5,184.55,eod,-1578.75,,,2025
2025-02-14,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,167.05,256.15,hard_sl,-6682.5,,,2025
2025-02-18,v17a,pdh_to_r1,bear,PE,OTM1,09:20:02,165.8,123.85,eod,3146.25,,,2025
2025-02-21,cam_l3,pdl_to_bc,bear,PE,ITM1,09:16:02,152.75,229.7,hard_sl,-5771.25,22876.57,09:16:00,2025
2025-02-24,v17a,s1_to_s2,bear,CE,ATM,09:16:02,194.3,96.95,target,7301.25,,,2025
2025-02-25,cam_h3,pdl_to_bc,bear,CE,OTM1,09:34:40,83.8,49.05,eod,2606.25,22589.3,09:34:38,2025
2025-03-03,v17a,below_s4,bear,CE,ITM1,09:16:02,187.05,149.0,target,2853.75,,,2025
2025-03-04,v17a,s1_to_s2,bear,CE,ATM,09:16:02,111.2,144.35,eod,-2486.25,,,2025
2025-03-07,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,111.55,113.2,lockin_sl,-123.75,,,2025
2025-03-11,v17a,s1_to_s2,bear,CE,ATM,09:16:02,109.1,207.7,eod,-7395.0,,,2025
2025-03-12,cam_l3,pdh_to_r1,bear,PE,ITM1,09:27:44,176.15,140.05,target,2707.5,22465.1,09:27:42,2025
2025-03-21,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,143.35,114.65,target,2152.5,,,2025
2025-03-26,cam_h3,tc_to_pdh,bull,CE,OTM1,09:16:19,78.9,81.0,lockin_sl,-157.5,23679.2,09:16:17,2025
2025-03-28,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,176.75,141.05,target,2677.5,,,2025
2025-04-01,cam_h3,s1_to_s2,bull,CE,OTM1,09:40:03,196.35,98.05,target,7372.5,23549.03,09:40:01,2025
2025-04-02,cam_h3,pdl_to_bc,bull,CE,OTM1,09:35:20,127.6,104.5,lockin_sl,1732.5,23297.22,09:35:18,2025
2025-04-04,v17a,pdl_to_bc,bull,PE,OTM1,09:31:02,204.85,162.35,target,3187.5,,,2025
2025-04-07,v17a,below_s4,bear,CE,ITM1,09:16:02,683.75,544.3,target,10458.75,,,2025
2025-04-08,v17a,r1_to_r2,bear,PE,ATM,09:20:02,138.0,138.0,lockin_sl,0.0,,,2025
2025-04-15,v17a,above_r4,bull,PE,ITM1,09:31:02,200.05,157.8,eod,3168.75,,,2025
2025-04-25,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,155.05,232.95,hard_sl,-5842.5,,,2025
2025-04-28,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,125.7,100.35,target,1901.25,,,2025
2025-05-02,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,154.4,123.0,target,2355.0,,,2025
2025-05-06,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,156.2,228.7,eod,-5437.5,,,2025
2025-05-07,cam_h3,s1_to_s2,bull,CE,OTM1,09:17:48,173.35,173.4,lockin_sl,-3.75,24382.13,09:17:46,2025
2025-05-13,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,287.85,433.0,hard_sl,-10886.25,,,2025
2025-05-16,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,244.3,195.25,target,3678.75,,,2025
2025-05-20,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,183.95,276.25,hard_sl,-6922.5,,,2025
2025-05-21,cam_h3,pdl_to_bc,bull,CE,OTM1,09:38:12,123.45,98.85,lockin_sl,1845.0,24806.05,09:38:10,2025
2025-05-23,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,172.6,137.6,target,2625.0,,,2025
2025-05-27,v17a,pdl_to_bc,bull,PE,OTM1,09:31:02,264.25,205.8,target,4383.75,,,2025
2025-05-28,v17a,pdl_to_bc,bull,PE,OTM1,09:31:02,198.95,156.6,target,3176.25,,,2025
2025-05-30,v17a,within_cpr,bull,PE,ATM,09:20:02,207.75,231.4,eod,-1773.75,,,2025
2025-06-04,cam_h3,pdl_to_bc,bear,CE,OTM1,13:01:13,94.9,87.3,eod,570.0,24631.47,13:01:11,2025
2025-06-06,v17a,within_cpr,bull,PE,ATM,09:20:02,170.8,119.45,target,3851.25,,,2025
2025-06-10,v17a,r2_to_r3,bull,PE,ATM,09:20:02,162.55,126.65,target,2692.5,,,2025
2025-06-17,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,189.1,203.95,eod,-1113.75,,,2025
2025-06-18,v17a,pdl_to_s1,bear,CE,ITM1,09:20:02,136.95,108.95,target,2100.0,,,2025
2025-06-20,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,118.4,59.0,target,4455.0,,,2025
2025-06-23,v17a,pdl_to_bc,bull,PE,OTM1,09:31:02,138.15,110.4,target,2081.25,,,2025
2025-06-27,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,159.7,127.65,target,2403.75,,,2025
2025-06-30,cam_l3,pdh_to_r1,bull,PE,ITM1,09:17:52,169.7,256.9,hard_sl,-6540.0,25595.51,09:17:50,2025
2025-07-01,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,144.9,114.15,target,2306.25,,,2025
2025-07-04,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,184.2,146.5,target,2827.5,,,2025
2025-07-07,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,143.6,134.85,eod,656.25,,,2025
2025-07-09,cam_l3,within_cpr,bull,PE,ITM1,09:16:02,91.65,73.2,target,1383.75,25491.69,09:16:00,2025
2025-07-11,v17a,s1_to_s2,bear,CE,ATM,09:16:02,148.6,92.2,eod,4230.0,,,2025
2025-07-16,cam_l3,tc_to_pdh,bear,PE,ITM1,09:16:28,106.6,84.6,target,1650.0,25175.03,09:16:26,2025
2025-07-18,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,121.6,182.75,hard_sl,-4586.25,,,2025
2025-07-21,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,118.75,59.35,target,4455.0,,,2025
2025-07-22,cam_l3,pdh_to_r1,bear,PE,ITM1,11:51:07,167.3,133.35,target,2546.25,25032.72,11:51:05,2025
2025-07-23,cam_h3,tc_to_pdh,bear,CE,OTM1,09:41:15,28.6,57.2,hard_sl,-2145.0,25103.52,09:41:13,2025
2025-07-25,v17a,pdl_to_s1,bear,CE,ITM1,09:20:02,125.45,100.3,target,1886.25,,,2025
2025-07-28,v17a,pdl_to_s1,bear,CE,ITM1,09:20:02,142.25,113.75,target,2137.5,,,2025
2025-07-29,v17a,pdl_to_s1,bear,CE,ITM1,09:20:02,197.75,158.2,target,2966.25,,,2025
2025-07-30,cam_l3,pdh_to_r1,bear,PE,ITM1,10:45:43,140.9,110.1,target,2310.0,24763.29,10:45:41,2025
2025-08-04,cam_h3,pdl_to_bc,bear,CE,OTM1,09:17:02,131.85,165.85,eod,-2550.0,24639.21,09:17:00,2025
2025-08-08,v17a,within_cpr,bear,CE,ATM,09:16:02,154.4,123.0,target,2355.0,,,2025
2025-08-12,cam_l3,tc_to_pdh,bear,PE,ITM1,14:41:21,119.6,130.0,eod,-780.0,24492.97,14:41:19,2025
2025-08-19,cam_h3,tc_to_pdh,bull,CE,OTM1,09:17:03,88.7,90.0,lockin_sl,-97.5,24929.86,09:17:01,2025
2025-08-20,cam_l3,tc_to_pdh,bull,PE,ITM1,09:16:02,99.5,79.6,target,1492.5,24951.63,09:16:00,2025
2025-08-22,v17a,pdl_to_bc,bull,PE,OTM1,09:31:02,123.05,165.55,eod,-3187.5,,,2025
2025-08-25,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,124.55,99.1,target,1908.75,,,2025
2025-09-03,cam_h3,tc_to_pdh,bear,CE,OTM1,12:12:42,123.45,169.8,eod,-3476.25,24638.37,12:12:40,2025
2025-09-04,v17a,r2_to_r3,bull,PE,ATM,09:20:02,147.05,117.45,target,2220.0,,,2025
2025-09-05,cam_h3,tc_to_pdh,bull,CE,OTM1,09:16:22,69.7,34.75,target,2621.25,24806.19,09:16:20,2025
2025-09-26,v17a,s1_to_s2,bear,CE,ATM,09:16:02,139.35,69.45,target,5242.5,,,2025
2025-09-29,cam_h3,tc_to_pdh,bear,CE,OTM1,09:33:02,79.25,39.6,target,2973.75,24732.81,09:33:00,2025
2025-10-03,cam_l3,within_cpr,bear,PE,ITM1,09:16:03,98.7,78.9,target,1485.0,24782.28,09:16:01,2025
2025-10-09,cam_h3,tc_to_pdh,bull,CE,OTM1,09:16:02,94.7,154.2,eod,-4462.5,25074.2,09:16:00,2025
2025-10-24,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,134.4,202.8,hard_sl,-5130.0,,,2025
2025-11-03,cam_h3,pdl_to_s1,bull,CE,OTM1,14:16:54,97.65,89.1,eod,641.25,25799.18,14:16:52,2025
2025-11-06,cam_h3,pdl_to_bc,bull,CE,OTM1,09:16:03,155.45,77.6,target,5838.75,25644.52,09:16:01,2025
2025-11-13,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,157.8,126.2,target,2370.0,,,2025
2025-11-19,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,180.6,144.4,target,2715.0,,,2025
2025-11-24,cam_h3,tc_to_pdh,bull,CE,OTM1,09:16:08,53.1,53.85,lockin_sl,-56.25,26096.93,09:16:06,2025
2025-11-28,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,133.5,106.75,target,2006.25,,,2025
2025-12-08,cam_l3,tc_to_pdh,bull,PE,ITM1,09:16:02,85.4,128.25,hard_sl,-3213.75,26122.96,09:16:00,2025
2025-12-15,cam_l3,pdl_to_bc,bull,PE,ITM1,11:52:36,57.0,45.55,target,858.75,26010.25,11:52:34,2025
2025-12-17,cam_h3,tc_to_pdh,bear,CE,OTM1,09:16:31,104.95,75.15,eod,2235.0,25889.27,09:16:29,2025
2026-01-01,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,128.45,122.3,eod,461.25,,,2026
2026-01-05,cam_l3,pdh_to_r1,bull,PE,ITM1,09:31:58,133.1,105.3,target,2085.0,26274.3,09:31:56,2026
2026-01-09,cam_h3,pdl_to_bc,bear,CE,OTM1,09:17:40,117.75,58.55,target,4440.0,25943.59,09:17:38,2026
2026-01-21,v17a,pdl_to_s1,bear,CE,ITM1,09:20:02,280.45,224.2,target,4218.75,,,2026
2026-01-28,v17a,pdh_to_r1,bear,PE,OTM1,09:20:02,169.15,136.5,eod,2448.75,,,2026
2026-01-29,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,209.1,126.55,eod,6191.25,,,2026
2026-01-30,cam_l3,pdl_to_bc,bear,PE,ITM1,13:54:47,175.35,170.75,eod,345.0,25334.93,13:54:45,2026
2026-02-01,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,196.0,196.45,lockin_sl,-33.75,,,2026
2026-02-02,cam_h3,pdl_to_bc,bear,CE,OTM1,14:48:40,195.45,245.0,eod,-3716.25,25004.75,14:48:38,2026
2026-02-05,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,206.05,220.4,eod,-1076.25,,,2026
